Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,EAR,% <EAR,%<EAR_SE,p-value_%EAR,Both,Male,Female,AI,% >AI,%>AI_SE,p-value_%AI,UL,% >UL,%>UL_SE,AMDR,% below AMDR,% below AMDR_SE,% within AMDR,% within AMDR_SE,p-value  % within AMDR,% above AMDR,% above AMDR_SE,p-value % below AMDR,p-value % above AMDR,CDRR,% >CDRR,%>CDRR_SE,p-value_%CDRR,%Inadequacy,%Inadequacy_SE,p_value %Inadequacy,%  above AMDR_SE,p-value_%UL
Magnesium (mg/d),2004,Nova Scotia,Female,14-18,120,239,13,141,11,156,11,190,11,232,12,280,14,330,17,360,19,300,82.3353166899136,4.87631039258391,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Male,19-30,91,382,23,215,20,243,20,298,21,367,23,454,28,539,35,598,41,330,36.5442223698677,7.7E,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Female,19-30,91,270,16,159,14,180,14,214,14,263,16,315,19,369,23,405,26,255,45.5163167748021,8.4E,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Male,31-50,101,382,16,236,16,260,15,307,15,373,16,444,18,518,22,568,26,350,41.4462655576267,6.290247525975,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Female,31-50,159,306,10,192,10,213,10,251,10,298,10,354,11,412,15,451,19,265,32.6097328935215,4.8520935274959,,,,306,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Male,51-70,134,369,12,212,12,238,11,291,12,358,12,434,15,514,19,570,23,350,46.6070896011101,4.71510053037573,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Female,51-70,174,289,9,165,8,187,8,229,8,281,9,341,11,402,14,442,16,265,42.1497937202273,4.49497608898644,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Male,71 years and over,56,315,16,177,12,199,12,245,14,305,16,372,19,443,22,491,25,350,67.4402534019941,5.90557774524226,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Female,71 years and over,80,257,10,142,8,163,8,201,9,248,10,304,12,367,14,400,16,265,58.8749081777181,4.97313404025241,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Male,19 years and over,382,372,9,211,7,238,7,290,8,360,9,441,11,523,13,578,15,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Nova Scotia,Female,19 years and over,504,288,6,166,5,187,5,227,5,278,6,338,7,400,9,441,10,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Both,1-3,62,227,10,142,9,158,9,187,9,224,10,263,11,301,13,328,15,65,0,0.034186012953302,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Both,4-8,83,240,9,165,9,179,9,205,9,236,9,271,10,305,12,327,13,110,<3,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Male,9-13,66,255,12,152,11,171,11,205,11,248,12,299,13,348,16,381,18,200,22.5486391359444,5.5E,<0.001,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Female,9-13,71,246,10,155,10,173,10,204,10,242,10,284,12,325,14,352,15,200,22.3088170655816,5.8E,0.0361738663841,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Male,14-18,59,329,15,177,12,201,12,248,13,312,14,393,18,479,24,538,30,340,60.7065748432464,5.4655291029328,0.06792013299562,,329,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Female,14-18,83,247,10,146,9,165,9,198,9,240,10,290,12,338,15,372,17,300,78.7731613919151,4.51784438812369,0.445107179265322,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Male,19-30,37,356,27,195,22,223,22,276,24,343,26,425,31,510,39,558,46,330,44.4911257166186,9.2E,0.041951801812849,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Female,19-30,55,248,16,141,12,161,12,192,15,240,16,292,19,347,24,386,28,255,59.1420794470657,8.78624719815074,0.147786861991031,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Male,31-50,118,335,13,200,12,226,13,270,13,323,13,389,16,458,20,502,23,350,60.4226997113601,5.55160496018578,0.025821738986391,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Female,31-50,156,269,9,167,10,184,9,217,9,261,9,312,11,361,14,396,17,265,52.1318057694288,5.54133339141437,0.000520266556657,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Male,51-70,123,316,14,176,12,199,12,243,13,307,14,376,16,445,20,492,23,350,66.3991714722619,5.14476454281192,0.11785980357228,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Female,51-70,159,260,9,146,8,166,8,204,8,252,9,306,11,363,13,402,15,265,56.5159087238578,4.60244670627484,0.009512807608625,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Male,71 years and over,93,300,12,164,9,189,10,232,10,289,12,357,14,427,17,476,20,350,72.9952417046683,4.29123670671925,0.015235200127229,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Female,71 years and over,93,253,11,143,9,161,9,196,9,245,11,301,13,355,15,392,17,265,59.3606717853089,5.60737082490851,0.001713435483259,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Male,19 years and over,371,330,8,184,7,208,7,255,7,317,8,391,9,471,13,522,15,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,New Brunswick,Female,19 years and over,463,261,5,149,5,168,5,205,5,252,5,307,6,364,8,403,9,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Both,1-3,99,242,9,153,9,168,9,199,9,238,10,279,10,320,12,348,15,65,<3,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Both,4-8,140,256,9,176,9,193,9,219,9,253,9,289,10,325,12,348,14,110,<3,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Male,9-13,92,288,13,178,11,196,12,231,12,280,13,334,15,390,18,430,20,200,11.4077540014326,3.7E,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Female,9-13,79,263,11,168,11,187,11,219,11,260,11,302,13,343,15,369,16,200,15.6305984683051,4.8E,,,,263,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Male,14-18,107,345,15,185,13,212,13,263,13,329,15,409,18,501,23,560,29,340,53.8732831241953,5.4682296064038,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Female,14-18,104,253,10,150,9,169,9,201,9,246,10,295,12,348,15,381,17,300,76.5279877597588,4.56214696474699,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Male,19-30,73,393,27,220,22,252,23,308,24,379,27,463,31,549,38,607,44,330,32.8046568364298,8.7E,,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Female,19-30,101,262,15,151,12,171,12,207,13,253,15,308,17,364,21,400,24,255,51.0232030500218,7.78227529318008,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Male,31-50,134,356,13,214,13,241,13,286,13,346,13,414,16,489,20,536,23,350,51.9566442343729,5.51613412082596,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Female,31-50,143,291,10,183,10,201,10,235,10,283,10,334,12,392,16,431,20,265,40.3171659617316,5.61126660729167,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Male,51-70,131,333,15,186,12,210,13,258,13,320,15,396,17,470,21,521,25,350,61.5675267762405,5.63772486212914,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Female,51-70,193,275,10,155,8,177,8,216,9,267,10,326,11,385,14,423,16,265,48.8931320371462,4.78535856940153,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Male,71 years and over,55,322,14,183,10,206,11,250,12,310,14,381,16,455,20,501,23,350,64.8222670719777,5.15534476282064,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Female,71 years and over,94,276,12,154,9,176,9,218,11,267,12,327,14,386,16,428,19,265,49.0737043321847,5.75158621802054,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Male,19 years and over,393,351,8,197,7,224,7,275,7,339,8,416,10,494,12,546,15,,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,New Brunswick,Female,19 years and over,531,279,6,161,5,181,5,220,5,269,6,328,7,388,8,428,10,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Both,1-3,198,203,5,122,6,137,6,165,6,199,5,237,6,275,7,297,9,65,<3,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Both,4-8,195,249,6,172,6,186,6,213,6,246,6,281,7,315,10,338,12,110,<3,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Male,9-13,177,286,7,175,8,195,7,231,7,278,7,332,9,387,12,420,14,200,11.8002801640927,2.5E,<0.001,,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Female,9-13,117,258,8,164,8,181,8,215,8,253,8,297,9,340,12,365,13,200,17.3356517477662,3.7E,0.005178458627951,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Male,14-18,124,359,13,191,12,220,11,274,11,343,12,428,16,518,23,571,27,340,49.0046357992549,4.4334900902179,0.063628359269988,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Female,14-18,116,265,8,158,9,177,8,214,8,258,8,309,9,362,11,392,13,300,71.6315367715497,3.46362254011428,0.338631034818517,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Male,19-30,140,367,17,207,15,233,14,286,14,356,16,431,22,523,30,579,37,330,41.0316067410242,5.36938873511049,0.055264481556035,,367,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Female,19-30,154,303,13,175,11,197,11,241,11,293,13,356,17,419,22,459,26,255,31.8963969798498,5.5E,0.237402632474961,,,303,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Male,31-50,346,373,11,225,12,254,12,300,11,362,11,435,13,508,17,558,21,350,45.0525778486601,4.43241642368749,0.035340079940336,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Female,31-50,361,310,8,196,10,217,9,253,8,302,8,357,10,416,14,453,18,265,30.9385622347771,4.17599773976095,0.0006466440629,,,310,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Male,51-70,341,345,8,195,9,221,9,269,8,333,8,408,10,486,15,535,18,350,56.1570728286963,3.16502205227767,0.136899599180863,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Female,51-70,351,299,8,174,7,196,7,237,7,290,8,351,10,413,13,456,15,265,38.2114001045443,3.59599066447489,0.010950506744077,,,299,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Male,71 years and over,182,273,9,146,8,168,8,208,8,262,9,325,10,392,12,433,15,350,81.7805377140508,2.78066190198884,0.033080003780278,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Female,71 years and over,247,233,6,126,6,144,6,179,6,224,6,278,7,331,9,365,11,265,70.0862482858681,3.03810394368581,<0.001,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Male,19 years and over,1009,351,6,198,5,224,5,274,5,339,6,414,8,493,10,544,13,,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Quebec,Female,19 years and over,1113,294,5,171,4,192,4,232,4,284,5,346,6,408,8,449,9,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Both,1-3,311,219,6,135,7,150,7,179,6,215,6,254,7,292,8,318,9,65,<3,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Both,4-8,485,266,6,184,6,201,6,228,5,262,6,300,8,336,11,360,13,110,<3,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Male,9-13,277,323,9,201,9,223,9,263,8,315,9,374,11,434,15,470,17,200,4.89672066994684,1.6E,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Female,9-13,281,276,9,180,9,199,9,232,8,271,9,317,10,361,13,391,15,200,10.3447994404937,3.2E,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Male,14-18,339,379,12,206,11,235,11,289,11,363,12,450,15,544,21,608,26,340,42.2388410308619,3.96116985467934,,,379,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Female,14-18,321,270,7,161,8,180,8,217,7,264,7,316,7,369,10,406,12,300,68.6100642684681,3.1676250215436,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Male,19-30,237,395,14,220,16,251,15,307,14,382,14,468,18,556,27,612,35,330,32.3183962268723,4.64370279866585,,,395,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Female,19-30,249,315,11,188,11,210,11,252,11,306,11,369,14,433,18,474,21,255,26.557942637781,4.9E,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Male,31-50,423,394,11,238,13,267,12,318,11,383,11,459,13,536,18,589,21,350,37.1100161466891,4.32954574627687,,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Female,31-50,364,335,9,212,10,234,9,275,8,327,8,387,11,449,16,489,20,265,20.9497557164005,3.43579078158219,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Male,51-70,387,360,9,204,9,231,9,281,8,347,9,427,11,508,16,562,20,350,51.3390128012926,3.32003200339166,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Female,51-70,467,314,8,183,7,206,7,250,7,305,8,368,10,435,14,480,17,265,31.5099769798597,3.3067794059284,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Male,71 years and over,132,293,12,161,9,182,10,223,11,283,11,349,14,420,16,462,19,350,75.4709896944159,4.11492000231062,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Female,71 years and over,215,254,7,144,7,163,7,198,6,246,7,300,8,358,10,397,12,265,59.877042385286,3.3784167419149,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Male,19 years and over,1179,374,6,212,6,240,5,293,5,361,6,441,8,524,11,579,13,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Quebec,Female,19 years and over,1295,313,5,185,4,207,4,249,4,303,4,366,6,432,8,475,10,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Both,1-3,228,199,5,120,6,135,6,162,5,195,5,231,6,268,8,291,9,65,<3,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Both,4-8,221,234,5,160,6,174,6,198,5,230,5,265,6,299,7,319,9,110,<3,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Male,9-13,187,268,8,162,9,181,8,216,8,260,8,311,9,365,10,401,12,200,17.2751769493649,3.3E,<0.001,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Female,9-13,158,242,6,153,7,170,7,200,6,238,6,278,7,319,10,345,11,200,25.1217295292053,3.83384623719201,0.005619798068709,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Male,14-18,165,347,11,187,10,215,10,266,10,332,11,411,14,496,19,561,26,340,52.7919247777017,3.93948663317354,0.123174317818929,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Female,14-18,209,266,8,157,8,177,7,214,8,258,8,311,10,364,13,397,15,300,70.773511481342,4.05288938547866,0.297991831591579,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Male,19-30,179,342,13,187,14,213,13,263,13,330,13,408,17,489,24,542,30,330,49.930914260042,4.95620547706232,0.056715332366134,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Female,19-30,166,256,9,147,9,165,9,201,8,249,8,301,11,357,15,395,19,255,53.2245438593898,4.58693064050623,0.17,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Male,31-50,449,337,9,202,10,225,10,269,9,328,9,394,10,461,14,508,18,350,59.4445532183982,3.66645326230771,0.03686509153903,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Female,31-50,501,272,7,169,8,188,8,221,7,264,7,314,8,366,11,399,15,265,50.2454861418848,3.77056380445089,<0.001,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Male,51-70,455,338,10,190,10,217,10,264,10,328,10,400,11,476,15,526,18,350,58.8127480247488,3.7492122919333,0.027093514378848,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Female,51-70,513,272,6,155,6,175,6,213,6,264,6,322,7,380,9,420,11,265,50.6487774728678,2.85258084647634,0.004781627605412,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Male,71 years and over,238,300,8,163,7,188,6,232,7,289,7,357,9,427,12,476,15,350,73.1087213044068,2.79332620562709,0.013843062092785,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Female,71 years and over,309,246,7,137,6,156,6,190,7,238,7,293,9,350,11,386,13,265,63.0811801406682,3.61287251006141,<0.001,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Male,19 years and over,1321,335,5,186,6,212,5,260,5,323,5,397,6,474,8,524,10,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Ontario,Female,19 years and over,1489,267,4,153,4,173,4,210,3,258,4,314,4,373,6,412,8,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Both,1-3,644,214,4,130,6,146,5,174,5,209,4,249,5,287,7,313,8,65,<3,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Both,4-8,956,250,4,173,6,188,5,214,5,247,4,282,5,318,7,341,9,110,<3,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Male,9-13,589,304,7,186,8,208,8,247,7,296,7,353,8,410,10,448,13,200,8.01039790598789,1.9E,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Female,9-13,585,259,6,166,7,184,7,216,6,255,6,298,7,340,9,367,11,200,16.4764452772824,3.1E,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Male,14-18,639,364,9,198,10,225,10,278,9,349,9,433,12,524,18,585,23,340,46.8788578078909,3.21149997736415,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Female,14-18,645,272,6,163,7,183,7,219,6,265,6,318,8,371,11,406,13,300,67.5940792038944,3.25506159062481,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Male,19-30,481,369,12,205,15,232,14,284,13,356,12,437,15,525,22,585,28,330,40.8676690099865,4.41561070861069,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Female,19-30,514,270,8,156,9,177,9,214,8,262,8,317,9,374,13,411,15,255,46.3730401839349,4.31679593312156,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Male,31-50,709,358,8,215,11,239,10,287,9,346,8,417,9,491,13,537,17,350,51.4789461131418,3.41106530613082,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Female,31-50,758,295,6,183,8,203,7,240,6,286,6,340,7,397,12,433,15,265,38.2642138107472,3.18089351988373,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Male,51-70,758,355,8,200,9,226,9,278,8,343,8,419,9,497,13,549,17,350,52.5422345975697,2.97111613689991,,,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Female,51-70,955,289,6,166,6,188,6,228,6,281,6,340,7,401,10,441,13,265,42.3877425027982,2.82759601718919,,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Male,71 years and over,734,321,8,178,6,203,6,250,7,310,8,380,9,451,12,501,14,350,65.4238849661058,2.97468932387856,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Female,71 years and over,1345,270,6,152,6,172,6,211,5,261,6,320,7,380,9,420,11,265,52.0343939807869,2.77724263133738,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Male,19 years and over,2682,358,5,201,5,227,5,279,5,345,5,423,6,504,8,559,10,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Ontario,Female,19 years and over,3572,285,3,165,4,186,3,226,3,276,3,336,4,396,6,437,8,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Both,1-3,108,200,7,120,7,136,7,162,6,196,7,232,8,270,10,293,11,65,<3,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Both,4-8,86,234,8,159,8,175,8,200,7,230,8,264,9,297,10,319,12,110,<3,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Male,9-13,59,255,10,155,9,174,9,204,10,248,10,297,11,347,14,379,16,200,22.6196755937163,4.6E,<0.001,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Female,9-13,75,238,9,151,9,167,9,195,8,234,9,275,10,315,12,345,15,200,27.733346727453,5.4E,0.006,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Male,14-18,72,330,12,174,12,199,12,249,12,316,12,395,15,479,21,534,26,340,58.4968952743398,4.39971314158201,0.164482599579401,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Female,14-18,66,255,9,153,9,172,9,205,9,248,9,296,11,348,13,385,16,300,76.2108768326835,4.12727044119099,0.576408837438328,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Male,19-30,68,332,22,175,19,202,19,255,19,321,22,397,27,477,34,531,40,330,53.699004890122,8.39761703088748,0.080881119861193,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Female,19-30,66,246,13,140,11,158,11,191,12,238,13,292,16,340,21,382,24,255,59.3609549433989,7.11639167205936,0.187450604401755,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Male,31-50,104,324,14,189,13,215,12,260,12,311,15,379,17,447,21,493,25,350,65.1962901059156,5.94951800611506,0.014200038602856,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Female,31-50,147,256,12,156,11,174,11,206,11,247,12,298,13,350,16,385,18,265,59.502594834855,6.75126329573863,0.000612574855683,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Male,51-70,144,313,11,171,11,196,10,243,10,303,11,373,13,442,16,491,20,350,67.8591086847766,4.17806557200885,0.108206111794376,,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Female,51-70,138,291,9,169,8,190,8,229,8,282,9,341,11,400,14,445,16,265,40.8660138791929,4.36935064075105,0.04896749677506,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Male,71 years and over,80,295,11,164,9,188,10,228,10,283,11,351,13,420,16,466,18,350,74.672987757424,3.91237799539747,0.067433704137224,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Female,71 years and over,113,250,9,138,8,156,8,193,8,240,9,296,11,356,14,394,16,265,62.5692938049631,4.5973781061284,<0.001,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Male,19 years and over,396,319,7,178,6,202,6,246,7,308,7,378,9,453,11,498,14,,,,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2015,Manitoba,Female,19 years and over,464,265,5,150,5,170,5,207,5,256,5,312,6,371,8,410,10,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Manitoba,Both,1-3,324,214,7,130,7,146,7,174,7,209,7,248,8,287,10,312,11,65,<3,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium (mg/d),2004,Manitoba,Both,4-8,425,250,7,172,8,187,7,214,7,246,7,282,8,317,10,339,12,110,<3,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
