Nutrient/Item (unit),Year,Reg_Prov,Sex,Age (years),n,Mean,SE_Mean,P5,P5_SE,P10,P10_SE,P25,P25_SE,P50,P50_SE,P75,P75_SE,P90,P90_SE,P95,P95_SE,AI,% >AI,%>AI_SE,p-value_%>AI,UL,% >UL,%>UL_SE,p-value_%>UL,EAR,% <EAR,%<EAR_SE,p-value_%<EAR,AMDR,%<AMDR,%<AMDR_SE,p-value_%<AMDR,%withinAMDR,%withinAMDR_SE,p-value_%withinAMDR,%>AMDR,%>AMDR_SE,p-value_%>AMDR,Male,Female,Both
Total dietary fibre (g/d),2015,Ontario,Female,19-30,166,13.8,0.6,6.5,0.5,7.6,0.6,10.0,0.6,13.2,0.6,16.8,0.8,20.7,1.0,23.3,1.2,25.0,F,,0.808,,,,,,,,,,,,,,,,,,,,13.8,
Total dietary fibre (g/d),2015,Ontario,Male,31-50,449,18.2,0.6,8.6,0.6,10.2,0.6,13.1,0.6,17.3,0.6,22.2,0.7,27.2,1.0,30.7,1.3,38.0,<3,,0.832,,,,,,,,,,,,,,,,,,,18.2,,
Total dietary fibre (g/d),2015,Ontario,Female,31-50,501,16.2,0.5,9,0.7,10.3,0.6,12.6,0.5,15.6,0.5,19.2,0.6,22.9,0.9,25.3,1.2,25.0,F,,0.19,,,,,,,,,,,,,,,,,,,,16.2,
Total dietary fibre (g/d),2015,Ontario,Male,51-70,455,18.6,0.6,8.6,0.6,10.3,0.6,13.5,0.6,17.8,0.6,22.8,0.8,28.0,1.0,31.5,1.2,30.0,6.8,1.5E,0.263,,,,,,,,,,,,,,,,,,,18.6,,
Total dietary fibre (g/d),2015,Ontario,Female,51-70,513,16.0,0.5,7.9,0.4,9.2,0.4,11.8,0.4,15.4,0.5,19.4,0.6,23.5,0.8,26.4,0.9,21.0,17.9,2.5,0.6951937767,,,,,,,,,,,,,,,,,,,,16.0,
Total dietary fibre (g/d),2015,Ontario,Male,71 years and over,238,18.6,0.6,9.2,0.5,11.0,0.5,14.1,0.5,18.0,0.6,22.5,0.7,27.0,0.9,30.2,1.0,30.0,5.2,1.2E,0.7787540965,,,,,,,,,,,,,,,,,,,18.6,,
Total dietary fibre (g/d),2015,Ontario,Female,71 years and over,309,15.1,0.5,7.3,0.4,8.6,0.4,11.0,0.4,14.4,0.5,18.4,0.6,22.6,0.7,25.3,0.9,21.0,14.4,2.2,0.6773494272,,,,,,,,,,,,,,,,,,,,15.1,
Total dietary fibre (g/d),2015,Ontario,Male,19 years and over,1321,18.2,0.3,8.5,0.3,10.1,0.3,13.3,0.3,17.4,0.3,22.3,0.4,27.4,0.5,30.7,0.6,,,,,,,,,,,,,,,,,,,,,,,18.2,,
Total dietary fibre (g/d),2015,Ontario,Female,19 years and over,1489,15.6,0.3,7.8,0.3,9.1,0.3,11.6,0.3,15.0,0.3,18.9,0.3,23.1,0.5,25.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,15.6,
Total dietary fibre (g/d),2004,Ontario,Both,1-3,644,9.8,0.3,4.7,0.3,5.6,0.3,7.3,0.3,9.5,0.3,12.0,0.3,14.6,0.4,16.2,0.5,19.0,<3,,,,,,,,,,,,,,,,,,,,,,,9.8
Total dietary fibre (g/d),2004,Ontario,Both,4-8,956,13.3,0.3,8.3,0.4,9.2,0.4,10.9,0.3,13.0,0.3,15.4,0.4,17.8,0.6,19.3,0.7,25.0,<3,,,,,,,,,,,,,,,,,,,,,,,13.3
Total dietary fibre (g/d),2004,Ontario,Male,9-13,589,16.1,0.4,9.1,0.4,10.3,0.4,12.6,0.4,15.6,0.4,19.0,0.5,22.6,0.7,25.0,0.8,31.0,<3,,,,,,,,,,,,,,,,,,,,,16.1,,
Total dietary fibre (g/d),2004,Ontario,Female,9-13,585,13.9,0.4,8.7,0.5,9.7,0.5,11.4,0.4,13.6,0.4,16.0,0.4,18.4,0.6,20.0,0.7,26.0,<3,,,,,,,,,,,,,,,,,,,,,,13.9,
Total dietary fibre (g/d),2004,Ontario,Male,14-18,639,18.0,0.5,9.8,0.6,11.2,0.6,13.8,0.5,17.4,0.5,21.4,0.6,25.7,0.9,28.5,1.2,38.0,<3,,,,,,,,,,,,,,,,,,,,,18.0,,
Total dietary fibre (g/d),2004,Ontario,Female,14-18,645,14.7,0.4,7.7,0.5,9.0,0.5,11.2,0.4,14.2,0.4,17.6,0.5,21.1,0.8,23.4,1.0,26.0,F,,,,,,,,,,,,,,,,,,,,,,14.7,
Total dietary fibre (g/d),2004,Ontario,Male,19-30,481,18.9,0.7,9.5,0.8,11.0,0.8,14.0,0.7,18.0,0.7,22.8,0.9,27.8,1.3,31.3,1.7,38.0,<3,,,,,,,,,,,,,,,,,,,,,18.9,,
Total dietary fibre (g/d),2004,Ontario,Female,19-30,514,13.8,0.5,6.5,0.5,7.8,0.5,10.1,0.5,13.2,0.4,16.9,0.6,20.7,0.8,23.2,1.0,25.0,F,,,,,,,,,,,,,,,,,,,,,,13.8,
Total dietary fibre (g/d),2004,Ontario,Male,31-50,709,18.4,0.5,8.7,0.6,10.2,0.6,13.4,0.6,17.4,0.5,22.4,0.7,27.7,0.9,31.1,1.2,38.0,1.2,0.4E,,,,,,,,,,,,,,,,,,,,18.4,,
Total dietary fibre (g/d),2004,Ontario,Female,31-50,758,15.5,0.4,8.4,0.7,9.7,0.6,12.0,0.5,14.9,0.4,18.4,0.5,22.1,0.9,24.5,1.1,25.0,F,,,,,,,,,,,,,,,,,,,,,,15.5,
Total dietary fibre (g/d),2004,Ontario,Male,51-70,758,19.2,0.5,8.9,0.5,10.6,0.5,14.0,0.5,18.4,0.5,23.5,0.6,28.8,0.9,32.3,1.1,30.0,8,1.4E,,,,,,,,,,,,,,,,,,,,19.2,,
Total dietary fibre (g/d),2004,Ontario,Female,51-70,955,16.1,0.4,7.9,0.4,9.3,0.4,12.0,0.4,15.5,0.4,19.6,0.5,23.7,0.7,26.5,0.9,21.0,18.7,2.3,,,,,,,,,,,,,,,,,,,,,16.1,
Total dietary fibre (g/d),2004,Ontario,Male,71 years and over,734,19.0,0.5,9.6,0.5,11.3,0.5,14.4,0.5,18.4,0.6,22.8,0.7,27.3,0.8,30.4,1.0,30.0,5.6,1.2E,,,,,,,,,,,,,,,,,,,,19.0,,
Total dietary fibre (g/d),2004,Ontario,Female,71 years and over,1345,15.3,0.4,7.4,0.3,8.7,0.3,11.2,0.4,14.5,0.4,18.6,0.5,22.8,0.6,25.7,0.7,21.0,15.1,1.7,,,,,,,,,,,,,,,,,,,,,15.3,
Total dietary fibre (g/d),2004,Ontario,Male,19 years and over,2682,18.8,0.3,8.9,0.3,10.5,0.3,13.8,0.3,18.0,0.3,23.0,0.4,28.2,0.5,31.8,0.6,,,,,,,,,,,,,,,,,,,,,,,18.8,,
Total dietary fibre (g/d),2004,Ontario,Female,19 years and over,3572,15.3,0.2,7.5,0.3,8.9,0.2,11.4,0.2,14.7,0.2,18.6,0.3,22.6,0.4,25.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,15.3,
Sugar (g/d),2015,Ontario,Both,1-3,228,79.2,2.93,36.06,2.99,43.69,2.89,58.0,2.77,76.64,2.86,97.13,3.59,118.69,4.58,132.32,5.47,,,,,,,,,,,,,,,,,,,,,,,,,79.2
Sugar (g/d),2015,Ontario,Both,4-8,221,101.9,3.39,60.48,3.89,68.19,3.69,81.66,3.69,99.65,3.45,119.53,3.82,139.16,4.68,150.98,5.44,,,,,,,,,,,,,,,,,,,,,,,,,101.9
Sugar (g/d),2015,Ontario,Male,9-13,187,114.86,3.78,64.44,4.47,73.13,4.26,89.82,3.87,110.53,3.89,135.58,4.54,161.99,6.05,180.17,7.54,,,,,,,,,,,,,,,,,,,,,,,114.86,,
Sugar (g/d),2015,Ontario,Female,9-13,158,107.27,4.03,66.58,4.57,74.18,4.35,87.54,4.04,104.93,4.02,124.05,4.78,143.22,6.25,155.67,7.45,,,,,,,,,,,,,,,,,,,,,,,,107.27,
Sugar (g/d),2015,Ontario,Male,14-18,165,127.97,5.68,57.64,4.07,69.52,4.09,92.12,4.47,121.39,5.33,156.42,7.31,194.17,10.21,222.69,12.42,,,,,,,,,,,,,,,,,,,,,,,127.97,,
Sugar (g/d),2015,Ontario,Female,14-18,209,102.85,4.81,48.49,4.77,57.73,4.76,76.06,4.74,98.76,4.85,125.55,5.46,153.04,6.61,170.24,7.58,,,,,,,,,,,,,,,,,,,,,,,,102.85,
Sugar (g/d),2015,Ontario,Male,19-30,179,105.37,5.34,46.92,5.2,56.45,5.05,74.96,4.85,100.5,5.25,130.12,7.02,161.03,9.9,181.28,12.28,,,,,,,,,,,,,,,,,,,,,,,105.37,,
Sugar (g/d),2015,Ontario,Female,19-30,166,84.13,3.72,36.54,3.35,44.07,3.4,59.28,3.43,80.33,3.61,103.83,4.62,129.54,6.25,146.83,7.68,,,,,,,,,,,,,,,,,,,,,,,,84.13,
Sugar (g/d),2015,Ontario,Male,31-50,449,93.06,3.41,35.72,3.18,44.22,3.23,61.53,3.26,86.89,3.39,117.18,4.28,149.63,6.16,172.77,7.87,,,,,,,,,,,,,,,,,,,,,,,93.06,,
Sugar (g/d),2015,Ontario,Female,31-50,501,72.78,2.09,31.86,2.72,38.7,2.63,51.39,2.38,69.0,2.15,89.79,2.62,112.03,4.03,126.85,5.31,,,,,,,,,,,,,,,,,,,,,,,,72.78,
Sugar (g/d),2015,Ontario,Male,51-70,455,86.28,3.05,34.37,2.45,42.71,2.55,58.45,2.66,81.14,2.94,107.99,3.79,137.18,5.1,156.98,6.13,,,,,,,,,,,,,,,,,,,,,,,86.28,,
Sugar (g/d),2015,Ontario,Female,51-70,513,73.1,2.15,34.45,2.72,40.68,2.62,52.76,2.45,69.65,2.2,89.51,2.61,109.93,3.82,124.04,4.86,,,,,,,,,,,,,,,,,,,,,,,,73.1,
Sugar (g/d),2015,Ontario,Male,71 years and over,238,91.01,3.69,35.15,2.31,44.6,2.46,62.14,2.95,85.49,3.57,114.12,4.71,144.39,6.06,165.67,7.67,,,,,,,,,,,,,,,,,,,,,,,91.01,,
Sugar (g/d),2015,Ontario,Female,71 years and over,309,74.22,2.45,33.22,2.31,40.03,2.32,52.69,2.42,70.76,2.49,91.6,2.94,113.79,3.76,127.95,4.44,,,,,,,,,,,,,,,,,,,,,,,,74.22,
Sugar (g/d),2015,Ontario,Male,19 years and over,1321,93.51,2.0,35.2,1.64,44.14,1.66,62.11,1.75,87.03,1.96,117.73,2.51,150.93,3.48,173.42,4.3,,,,,,,,,,,,,,,,,,,,,,,93.51,,
Sugar (g/d),2015,Ontario,Female,19 years and over,1489,74.95,1.26,32.88,1.42,39.67,1.4,52.84,1.33,70.9,1.29,92.54,1.54,115.88,2.25,131.36,2.85,,,,,,,,,,,,,,,,,,,,,,,,74.95,
Sugar (g/d),2004,Ontario,Both,1-3,644,93.57,2.41,45.41,3.03,53.79,2.89,69.87,2.54,90.5,2.41,113.85,2.96,137.29,4.06,152.84,5.04,,,,,,,,,,,,,,,,,,,,,,,,,93.57
Sugar (g/d),2004,Ontario,Both,4-8,956,117.75,2.37,72.44,3.47,80.94,3.14,96.16,2.65,115.27,2.42,136.63,2.94,157.82,4.08,171.61,5.04,,,,,,,,,,,,,,,,,,,,,,,,,117.75
Sugar (g/d),2004,Ontario,Male,9-13,589,145.94,3.77,84.67,5.05,95.58,4.69,115.71,4.07,141.59,3.78,171.31,4.64,202.09,6.65,222.45,8.36,,,,,,,,,,,,,,,,,,,,,,,145.94,,
Sugar (g/d),2004,Ontario,Female,9-13,585,124.24,3.47,78.7,4.67,87.41,4.27,102.55,3.71,121.95,3.44,143.05,4.26,164.26,5.98,178.08,7.35,,,,,,,,,,,,,,,,,,,,,,,,124.24,
Sugar (g/d),2004,Ontario,Male,14-18,639,161.94,5.08,77.97,4.63,92.02,4.5,118.59,4.4,154.73,4.69,196.82,6.64,241.92,9.77,271.48,12.34,,,,,,,,,,,,,,,,,,,,,,,161.94,,
Sugar (g/d),2004,Ontario,Female,14-18,645,120.56,3.71,61.04,4.17,71.57,4.01,90.97,3.71,116.55,3.71,145.61,4.44,175.01,5.96,194.18,7.2,,,,,,,,,,,,,,,,,,,,,,,,120.56,
Sugar (g/d),2004,Ontario,Male,19-30,481,132.84,4.86,64.33,6.79,75.74,6.47,97.53,5.74,127.34,5.09,161.48,5.85,197.73,8.55,222.28,11.09,,,,,,,,,,,,,,,,,,,,,,,132.84,,
Sugar (g/d),2004,Ontario,Female,19-30,514,101.42,3.39,47.46,3.58,56.95,3.5,74.22,3.33,97.2,3.43,124.09,4.17,151.78,5.61,169.94,6.78,,,,,,,,,,,,,,,,,,,,,,,,101.42,
Sugar (g/d),2004,Ontario,Male,31-50,709,106.46,3.63,42.57,3.72,52.31,3.77,72.32,3.67,99.29,3.73,132.87,4.47,170.05,6.35,193.99,8.09,,,,,,,,,,,,,,,,,,,,,,,106.46,,
Sugar (g/d),2004,Ontario,Female,31-50,758,84.75,2.54,38.35,3.2,45.96,3.09,60.86,2.78,80.42,2.58,103.99,3.09,129.07,4.58,145.27,5.97,,,,,,,,,,,,,,,,,,,,,,,,84.75,
Sugar (g/d),2004,Ontario,Male,51-70,758,96.72,2.89,39.94,2.54,48.69,2.56,66.87,2.68,91.15,2.9,120.3,3.54,151.62,4.79,172.86,5.9,,,,,,,,,,,,,,,,,,,,,,,96.72,,
Sugar (g/d),2004,Ontario,Female,51-70,955,81.43,2.05,39.27,2.88,46.38,2.74,59.97,2.42,77.97,2.14,98.94,2.53,120.79,3.84,135.43,5.0,,,,,,,,,,,,,,,,,,,,,,,,81.43,
Sugar (g/d),2004,Ontario,Male,71 years and over,734,95.05,3.08,38.05,2.36,47.5,2.41,65.49,2.65,89.81,3.11,118.79,3.87,149.04,5.03,170.24,6.04,,,,,,,,,,,,,,,,,,,,,,,95.05,,
Sugar (g/d),2004,Ontario,Female,71 years and over,1345,83.86,2.29,38.92,2.35,46.37,2.33,60.73,2.26,79.97,2.29,102.84,2.82,126.48,3.73,142.15,4.55,,,,,,,,,,,,,,,,,,,,,,,,83.86,
Sugar (g/d),2004,Ontario,Male,19 years and over,2682,108.86,2.09,43.55,1.91,53.66,1.94,74.21,1.96,101.97,2.08,136.05,2.58,172.8,3.59,198.17,4.61,,,,,,,,,,,,,,,,,,,,,,,108.86,,
Sugar (g/d),2004,Ontario,Female,19 years and over,3572,86.52,1.4,39.62,1.62,47.37,1.55,62.33,1.46,82.16,1.43,106.38,1.71,130.93,2.48,147.8,3.11,,,,,,,,,,,,,,,,,,,,,,,,86.52,
Sodium (mg/d),2015,Ontario,Both,1-3,228,1597.01,63.75,884.58,150E,1013.99,129.32,1252.22,92.82,1557.82,63.24,1891.32,91.17,2241.57,152.81,2463.15,198.84,1000.0,90.55,3.61,0.008,1500.0,55.04,9,0.008,,,,,,,,,,,,,,,,,1597.01
Sodium (mg/d),2015,Ontario,Both,4-8,221,2263.14,58.28,1710.11,219.23,1818.49,185.05,2002.53,123.06,2240.74,64.02,2496.89,97.98,2745.14,190.2,2892.8,255.58,1200.0,99.99,0.49,0.298,1900.0,84.56,9.57,0.004,,,,,,,,,,,,,,,,,2263.14
Sodium (mg/d),2015,Ontario,Male,9-13,187,2934.61,88.99,1839.77,122.07,2035.24,113.28,2403.85,96.98,2851.8,92.66,3383.81,106.64,3936.74,148.37,4313.63,189.37,1500.0,99.12,0.59,0.084,2200.0,84.01,4.13,< 0.0001,,,,,,,,,,,,,,,2934.61,,
Sodium (mg/d),2015,Ontario,Female,9-13,158,2541.75,68.43,1639.25,94.29,1810.38,85.22,2109.06,72.03,2494.15,66.73,2913.56,89.59,3330.96,130.68,3600.55,161.8,1500.0,97.56,1.37,0.04,2200.0,69.6,4.36,< 0.0001,,,,,,,,,,,,,,,,2541.75,
Sodium (mg/d),2015,Ontario,Male,14-18,165,3546.87,96.8,2356.82,151.94,2587.67,137.16,2995.47,113.78,3482.46,97.96,4025.71,119.77,4578.25,177.67,4979.1,233.08,1500.0,99.99,0.11,0.302,2300.0,95.97,2.28,0.034,,,,,,,,,,,,,,,3546.87,,
Sodium (mg/d),2015,Ontario,Female,14-18,209,2533.52,91.69,1534.47,98.75,1715.74,95.03,2061.56,90.64,2474.24,91.63,2947.4,108.02,3423.33,138.42,3717.87,160.41,1500.0,95.77,1.94,0.031,2300.0,61.27,5.7,0.0003,,,,,,,,,,,,,,,,2533.52,
Sodium (mg/d),2015,Ontario,Male,19-30,179,3445.73,163.75,2205.98,529E,2436.31,448E,2853.93,301.93,3387.7,166.62,3966.4,269.3,4539.28,500.02,4902.0,662.56,1500.0,99.78,0.69,0.2,2300.0,93.35,5.38,0.098,,,,,,,,,,,,,,,3445.73,,
Sodium (mg/d),2015,Ontario,Female,19-30,166,2186.09,100.77,1460.52,351E,1594.22,294E,1843.49,190.19,2158.73,100.56,2484.11,178.82,2818.8,329.71,3034.61,434.24,1500.0,93.78,4.59,0.07,2300.0,F,,0.238,,,,,,,,,,,,,,,,2186.09,
Sodium (mg/d),2015,Ontario,Male,31-50,449,3035.02,104.41,1512.75,314E,1768.94,269.04,2259.68,185.9,2928.58,106.75,3676.56,178.41,4436.25,328.13,4958.53,437.37,1500.0,95.16,1.99,0.036,2300.0,73.52,7.03,0.002,,,,,,,,,,,,,,,3035.02,,
Sodium (mg/d),2015,Ontario,Female,31-50,501,2353.91,58.39,1611.54,144.6,1756.97,123.63,2005.6,86.21,2319.48,58.85,2660.54,91.53,3001.61,159.12,3218.89,208.9,1500.0,97.37,2.34,0.102,2300.0,51.66,5.63,0.006,,,,,,,,,,,,,,,,2353.91,
Sodium (mg/d),2015,Ontario,Male,51-70,455,2858.31,81.5,1692.45,278.64,1912.28,234.47,2294.66,158.37,2796.8,84.75,3343.59,134.55,3899.21,253.38,4259.16,336.62,1300.0,99.11,0.63,0.07,2300.0,74.73,7.47,< 0.0001,,,,,,,,,,,,,,,2858.31,,
Sodium (mg/d),2015,Ontario,Female,51-70,513,2075.53,41.89,1195.79,57.48,1349.32,54.03,1635.26,47.88,2017.13,42.65,2448.17,51.79,2876.75,77.37,3166.53,96.25,1300.0,91.85,1.86,< 0.0001,2300.0,32.66,2.54,< 0.0001,,,,,,,,,,,,,,,,2075.53,
Sodium (mg/d),2015,Ontario,Male,71 years and over,238,2636.17,71.06,1678.44,101.82,1870.35,95.16,2194.83,81.38,2586.36,70.98,3027.57,85.3,3463.39,121.65,3756.33,154.05,1200.0,99.75,0.38,0.154,2300.0,68.91,4.87,0.0102,,,,,,,,,,,,,,,2636.17,,
Sodium (mg/d),2015,Ontario,Female,71 years and over,309,2064.93,57.96,1224.05,71.7,1378.63,66.71,1651.3,61.4,2018.03,56.14,2419.42,69.3,2829.5,93.37,3084.24,114.12,1200.0,95.55,1.56,0.014,2300.0,31.63,3.7,0.0008,,,,,,,,,,,,,,,,2064.93,
Sodium (mg/d),2015,Ontario,Male,19 years and over,1321,3019.46,56.28,1613.32,66.91,1861.21,63.35,2324.37,57.82,2918.17,55.83,3601.59,69.39,4301.69,97.4,4759.33,120.73,,,,,2300.0,75.95,2.22,< 0.0001,,,,,,,,,,,,,,,3019.46,,
Sodium (mg/d),2015,Ontario,Female,19 years and over,1489,2203.21,32.56,1366.73,47.3,1520.97,42.83,1800.35,35.08,2154.83,32.21,2551.48,43.62,2955.5,65.19,3213.6,82.2,,,,,2300.0,39.86,2.3,< 0.0001,,,,,,,,,,,,,,,,2203.21,
Sodium (mg/d),2004,Ontario,Both,1-3,644,1820.12,51.28,1034.41,157.85,1173.43,134.53,1436.71,90.29,1771.62,52.11,2149.49,87.81,2529.32,161.0,2782.08,213.82,1000.0,95.77,1.86,,1500.0,70.57,7.51,,,,,,,,,,,,,,,,,,1820.12
Sodium (mg/d),2004,Ontario,Both,4-8,956,2585.61,50.72,1972.81,238.97,2092.79,199.72,2302.6,127.89,2559.11,55.25,2839.49,104.23,3113.22,211.62,3289.71,285.06,1200.0,100,0.1,,1900.0,96.85,4.89,,,,,,,,,,,,,,,,,,2585.61
Sodium (mg/d),2004,Ontario,Male,9-13,589,3455.84,78.5,2195.52,126.93,2425.96,113.44,2845.04,91.29,3375.59,77.91,3976.59,102.06,4592.61,158.48,4997.57,205.49,1500.0,99.87,0.13,,2200.0,94.91,1.92,,,,,,,,,,,,,,,,3455.84,,
Sodium (mg/d),2004,Ontario,Female,9-13,585,2854.4,65.32,1866.69,100.03,2058.27,89.17,2388.57,71.75,2808.6,63.87,3262.05,87.12,3715.11,132.01,4008.79,165.48,1500.0,99.34,0.61,,2200.0,84.51,3.51,,,,,,,,,,,,,,,,,2854.4,
Sodium (mg/d),2004,Ontario,Male,14-18,639,4033.33,105.49,2717.98,170.57,2965.54,153.3,3406.29,124.72,3965.3,105.83,4577.0,132.01,5199.98,197.09,5594.81,249.19,1500.0,100,0.02,,2300.0,99.09,0.9,,,,,,,,,,,,,,,,4033.33,,
Sodium (mg/d),2004,Ontario,Female,14-18,645,2869.46,71.63,1794.76,90.61,1994.97,83.59,2352.72,72.57,2810.57,70.85,3318.71,90.92,3825.0,127.47,4151.97,156.38,1500.0,98.79,0.76,,2300.0,77.45,3.57,,,,,,,,,,,,,,,,,2869.46,
Sodium (mg/d),2004,Ontario,Male,19-30,481,3842.92,151.83,2513.52,544E,2759.55,455.6,3204.62,296.15,3776.34,152.44,4395.7,288.92,5024.78,546.12,5438.17,726.73,1500.0,99.98,0.31,,2300.0,97.54,2.96,,,,,,,,,,,,,,,,3842.92,,
Sodium (mg/d),2004,Ontario,Female,19-30,514,2533.96,80.43,1736.5,374E,1896.29,303.82,2167.45,186.04,2501.25,80.48,2865.52,185.45,3220.28,352.02,3444.35,462.34,1500.0,98.76,1.34,,2300.0,65.48,18.9E,,,,,,,,,,,,,,,,,2533.96,
Sodium (mg/d),2004,Ontario,Male,31-50,709,3324.93,110.52,1692.56,343E,1972.13,293.64,2514.71,198.53,3198.98,118.23,4001.13,186.26,4844.56,344.53,5369.01,456.55,1500.0,97.14,1.28,,2300.0,81.63,5.27,,,,,,,,,,,,,,,,3324.93,,
Sodium (mg/d),2004,Ontario,Female,31-50,758,2673.18,71.37,1842.77,162.59,2000.87,139.59,2287.19,99.45,2631.29,70.46,3014.89,106.41,3397.74,180.71,3634.77,234.64,1500.0,99.49,0.99,,2300.0,74.21,7.04,,,,,,,,,,,,,,,,,2673.18,
Sodium (mg/d),2004,Ontario,Male,51-70,758,3147.82,82.77,1895.88,291.58,2120.93,245.75,2552.99,160.33,3080.45,86.06,3665.4,145.54,4254.23,272.85,4636.14,361.78,1300.0,99.75,0.33,,2300.0,84.74,5,,,,,,,,,,,,,,,,3147.82,,
Sodium (mg/d),2004,Ontario,Female,51-70,955,2394.95,51.12,1412.26,65.62,1591.22,61.44,1919.99,54.37,2336.11,51.52,2801.83,62.31,3271.16,89.66,3578.94,112.38,1300.0,97.05,1.06,,2300.0,52.11,3.13,,,,,,,,,,,,,,,,,2394.95,
Sodium (mg/d),2004,Ontario,Male,71 years and over,734,2832.79,72.33,1839.61,107.62,2034.08,100.04,2372.34,84.83,2787.26,74.34,3242.05,87.1,3686.47,124.22,3984.38,156.0,1200.0,99.92,0.19,,2300.0,78.71,4.46,,,,,,,,,,,,,,,,2832.79,,
Sodium (mg/d),2004,Ontario,Female,71 years and over,1345,2250.24,48.98,1352.81,72.52,1515.93,66.3,1815.77,55.87,2196.32,48.79,2627.26,59.09,3056.07,85.55,3333.22,107.61,1200.0,97.81,0.98,,2300.0,43.23,3.2,,,,,,,,,,,,,,,,,2250.24,
Sodium (mg/d),2004,Ontario,Male,19 years and over,2682,3356.6,57.41,1841.31,71.21,2107.03,67.24,2613.31,59.38,3250.22,57.14,3985.27,71.5,4739.52,100.76,5242.94,125.07,,,,,2300.0,85.11,1.82,,,,,,,,,,,,,,,,3356.6,,
Sodium (mg/d),2004,Ontario,Female,19 years and over,3572,2518.74,35.13,1595.53,53.91,1768.23,48.93,2080.67,39.99,2465.95,35.32,2907.02,45.98,3330.98,68.35,3612.11,86.09,,,,,2300.0,61.03,2.37,,,,,,,,,,,,,,,,,2518.74,
Potassium (mg/d),2015,Ontario,Both,1-3,228,1993.0,62.0,1144,267E,1305.6,221E,1596.0,138.0,1959.0,63.0,2343.0,124.0,2736.0,238.0,2980.0,313.0,3000.0,F,,,,,,,,,,,,,,,,,,,,,,,1993.0
Potassium (mg/d),2015,Ontario,Both,4-8,221,2219.0,48.0,1422,56,1571.0,52,1830.0,50.0,2176.0,50.0,2557.0,57.0,2934.0,72.0,3162.0,88.0,3800.0,<3,,,,,,,,,,,,,,,,,,,,,,,2219.0
Potassium (mg/d),2015,Ontario,Male,9-13,187,2530.0,64.0,1537,84,1719.0,79,2059.0,68.0,2466.0,67.0,2940.0,78.0,3422.0,103.0,3744.0,127.0,4500.0,<3,,,,,,,,,,,,,,,,,,,,,2530.0,,
Potassium (mg/d),2015,Ontario,Female,9-13,158,2267.0,64.0,1402,80,1564.0,76,1848.0,68.0,2218.0,64.0,2624.0,74.0,3032.0,97.0,3296.0,116.0,4500.0,<3,,,,,,,,,,,,,,,,,,,,,,2267.0,
Potassium (mg/d),2015,Ontario,Male,14-18,165,3104.0,100.0,1684,102,1941.0,102,2412.0,102.0,2998.0,101.0,3676.0,120.0,4388.0,168.0,4916.0,211.0,4700.0,6.5301740187,1.8E,0,,,,,,,,,,,,,,,,,,,3104.0,,
Potassium (mg/d),2015,Ontario,Female,14-18,209,2377.0,71.0,1315,201,1508.0,169,1877.0,111.0,2316.0,71.0,2819.0,119.0,3321.0,208.0,3629.0,266.0,4700.0,<3,,,,,,,,,,,,,,,,,,,,,,2377.0,
Potassium (mg/d),2015,Ontario,Male,19-30,179,2885.0,110.0,1754,143,1958.0,132,2332.0,116.0,2821.0,110.0,3361.0,139.0,3905.0,196.0,4255.0,245.0,4700.0,F,,,,,,,,,,,,,,,,,,,,,2885.0,,
Potassium (mg/d),2015,Ontario,Female,19-30,166,2333.0,81.0,1392.8,232E,1562.0,196,1882.0,130.0,2292.0,78.0,2720.0,134.0,3163.0,233.0,3450.0,304.0,4700.0,<3,,,,,,,,,,,,,,,,,,,,,,2333.0,
Potassium (mg/d),2015,Ontario,Male,31-50,449,2875.0,66.0,F,,1773.5,445E,2215.0,273.0,2801.0,73.0,3438.0,242.0,4071.0,499.0,4498.0,675.0,4700.0,F,,,,,,,,,,,,,,,,,,,,,2875.0,,
Potassium (mg/d),2015,Ontario,Female,31-50,501,2314.0,51.0,1629,242,1768.0,200,2002.0,129.0,2291.0,56.0,2596.0,99.0,2895.0,199.0,3082.0,267.0,4700.0,<3,,,,,,,,,,,,,,,,,,,,,,2314.0,
Potassium (mg/d),2015,Ontario,Male,51-70,455,2968.0,74.0,1638,89,1883.0,85,2315.0,78.0,2890.0,75.0,3522.0,87.0,4171.0,115.0,4593.0,137.0,4700.0,4.1178077855,1.1E,0,,,,,,,,,,,,,,,,,,,2968.0,,
Potassium (mg/d),2015,Ontario,Female,51-70,513,2404.0,49.0,1409,73,1590.0,69,1920.0,62.0,2352.0,52.0,2826.0,54.0,3287.0,70.0,3593.0,86.0,4700.0,<3,,,,,,,,,,,,,,,,,,,,,,2404.0,
Potassium (mg/d),2015,Ontario,Male,71 years and over,238,2757.0,72.0,1568,79,1799.0,76,2197.0,73.0,2685.0,73.0,3245.0,87.0,3804.0,111.0,4183.0,139.0,4700.0,<3,,,,,,,,,,,,,,,,,,,,,2757.0,,
Potassium (mg/d),2015,Ontario,Female,71 years and over,309,2264.0,64.0,1276,61,1457.0,60,1776.0,62.0,2208.0,63.0,2681.0,73.0,3165.0,89.0,3465.0,102.0,4700.0,<3,,,,,,,,,,,,,,,,,,,,,,2264.0,
